communityIdNumber,communityName,county,state,initialFloodHazardBoundaryMap,initialFloodInsuranceRateMap,currentlyEffectiveMapDate,regularEmergencyProgramDate,tribal,participatingInNFIP,originalEntryDate,classRatingEffectiveDate,classRating,sfhaDiscount,nonSfhaDiscount,lastRefresh
290677,"PEVELY, CITY OF",JEFFERSON COUNTY,MO,1976-10-29T00:00:00.000Z,1985-09-18T00:00:00.000Z,06/20/19,09/18/85,0,1,,,,,,2024-11-09T09:17:03.827Z
290678,"PILOT GROVE, CITY OF",COOPER COUNTY,MO,1975-07-25T00:00:00.000Z,2011-05-03T00:00:00.000Z,05/03/11(M),11/24/08,0,1,,,,,,2024-11-09T09:17:03.833Z
290679,"PILOT KNOB, CITY OF",IRON COUNTY,MO,1975-02-14T00:00:00.000Z,1990-04-16T00:00:00.000Z,02/16/06(M),04/16/90,0,1,,,,,,2024-11-09T09:17:03.839Z
290682,"LOCKWOOD, CITY OF",DADE COUNTY,MO,1976-06-11T00:00:00.000Z,2002-07-17T00:00:00.000Z,(NSFHA),10/22/03,0,1,,,,,,2024-11-09T09:17:03.845Z
290684,"MADISON, CITY OF",MONROE COUNTY,MO,1975-02-14T00:00:00.000Z,2006-10-17T00:00:00.000Z,(NSFHA),09/10/84,0,1,,,,,,2024-11-09T09:17:03.851Z
290685,"MARSHFIELD, CITY OF",WEBSTER COUNTY,MO,1975-02-07T00:00:00.000Z,2002-07-17T00:00:00.000Z,09/17/10,09/10/84,0,1,,,,,,2024-11-09T09:17:03.857Z
290698,"LAKE OZARK, CITY OF",MILLER COUNTY/CAMDEN COUNTY,MO,1977-07-26T00:00:00.000Z,2005-08-01T00:00:00.000Z,05/18/09,08/01/05,0,1,,,,,,2024-11-09T09:17:03.923Z
290699,"LAKE TAPAWINGO, CITY OF",JACKSON COUNTY,MO,1976-11-19T00:00:00.000Z,2006-09-29T00:00:00.000Z,01/20/17(M),04/21/17,0,1,,,,,,2024-11-09T09:17:03.930Z
290701,"LA MONTE, CITY OF",PETTIS COUNTY,MO,1975-05-02T00:00:00.000Z,2023-11-30T00:00:00.000Z,(NSFHA),08/24/84,0,1,,,,,,2024-11-09T09:17:03.942Z
290704,"LATHROP, CITY OF",CLINTON COUNTY,MO,1975-02-07T00:00:00.000Z,1985-07-18T00:00:00.000Z,04/04/11(M),07/18/85,0,1,,,,,,2024-11-09T09:17:03.948Z
290705,"LAWSON, CITY OF",CLAY COUNTY,MO,1976-06-04T00:00:00.000Z,1996-12-05T00:00:00.000Z,08/03/15,12/05/96,0,1,,,,,,2024-11-09T09:17:03.954Z
290706,"LEADWOOD, CITY OF",ST. FRANCOIS COUNTY,MO,1976-11-05T00:00:00.000Z,1984-12-21T00:00:00.000Z,06/16/11(M),12/21/84,0,1,,,,,,2024-11-09T09:17:03.963Z
290707,"LEXINGTON, CITY OF",LAFAYETTE COUNTY,MO,1975-07-25T00:00:00.000Z,2001-11-07T00:00:00.000Z,11/26/10,11/07/01,0,1,,,,,,2024-11-09T09:17:03.969Z
290708,"LINN, CITY OF",OSAGE COUNTY,MO,1976-07-30T00:00:00.000Z,2005-09-02T00:00:00.000Z,09/19/12(M),04/28/06,0,1,,,,,,2024-11-09T09:17:03.975Z
290709,"GREENDALE, CITY OF",ST. LOUIS COUNTY,MO,,1995-08-02T00:00:00.000Z,(NSFHA),12/02/14,0,1,,,,,,2024-11-09T09:17:03.986Z
290710,"GREENFIELD, CITY OF",DADE COUNTY,MO,1975-04-25T00:00:00.000Z,2002-07-17T00:00:00.000Z,(NSFHA),02/09/11,0,1,,,,,,2024-11-09T09:17:03.993Z
290711,"GREENWOOD, CITY OF",JACKSON COUNTY,MO,1976-06-04T00:00:00.000Z,1979-01-03T00:00:00.000Z,01/20/17,01/03/79,0,1,,,,,,2024-11-09T09:17:04.000Z
290712,"HALLSVILLE, CITY OF",BOONE COUNTY,MO,1975-02-14T00:00:00.000Z,2011-03-17T00:00:00.000Z,04/19/17,01/01/06,0,1,,,,,,2024-11-09T09:17:04.006Z
290713,"HIGGINSVILLE, CITY OF",LAFAYETTE COUNTY,MO,1976-10-29T00:00:00.000Z,2010-11-26T00:00:00.000Z,11/26/10(M),08/04/83,0,1,,,,,,2024-11-09T09:17:04.013Z
290714,"HOLDEN, CITY OF",JOHNSON COUNTY,MO,1976-04-09T00:00:00.000Z,2001-03-01T00:00:00.000Z,07/04/11(M),03/01/01,0,1,,,,,,2024-11-09T09:17:04.021Z
290718,"HUNTSVILLE, CITY OF",RANDOLPH COUNTY,MO,1975-04-18T00:00:00.000Z,2020-05-01T00:00:00.000Z,05/01/20,08/24/84,0,1,,,,,,2024-11-09T09:17:04.027Z
290720,"IRONTON, CITY OF",IRON COUNTY,MO,1975-02-14T00:00:00.000Z,1984-12-04T00:00:00.000Z,02/16/06,12/04/84,0,1,,,,,,2024-11-09T09:17:04.034Z
290724,"KNOB NOSTER, CITY OF",JOHNSON COUNTY,MO,1975-06-27T00:00:00.000Z,2001-11-07T00:00:00.000Z,07/04/11,11/07/01,0,1,,,,,,2024-11-09T09:17:04.050Z
290727,"DOOLITTLE, CITY OF",PHELPS COUNTY,MO,1975-02-14T00:00:00.000Z,2008-02-20T00:00:00.000Z,02/20/08,08/24/84,0,1,,,,,,2024-11-09T09:17:04.065Z
290728,"DUQUESNE, CITY OF",JASPER COUNTY,MO,1976-06-18T00:00:00.000Z,2006-03-16T00:00:00.000Z,11/02/12,01/02/13,0,1,,,,,,2024-11-09T09:17:04.073Z
290729,"EDMUNDSON, CITY OF",ST. LOUIS COUNTY,MO,,1995-08-02T00:00:00.000Z,(NSFHA),08/31/04,0,1,,,,,,2024-11-09T09:17:04.082Z
290734,"GERALD, CITY OF",FRANKLIN COUNTY,MO,1976-06-04T00:00:00.000Z,2001-08-01T00:00:00.000Z,(NSFHA),08/01/01,0,1,,,,,,2024-11-09T09:17:04.090Z
290735,"GOLDEN CITY, CITY OF",BARTON COUNTY,MO,1975-02-21T00:00:00.000Z,2011-03-17T00:00:00.000Z,03/17/11(M),07/10/12,0,1,,,,,,2024-11-09T09:17:04.098Z
450098,"FURMAN, TOWN OF",HAMPTON COUNTY,SC,1974-06-14T00:00:00.000Z,1986-06-03T00:00:00.000Z,09/29/10(M),06/03/86,0,1,,,,,,2024-11-09T09:17:57.807Z
450099,"GIFFORD, TOWN OF",HAMPTON COUNTY,SC,1976-03-26T00:00:00.000Z,1986-07-03T00:00:00.000Z,09/29/10(M),07/03/86,0,1,,,,,,2024-11-09T09:17:57.813Z
450100,"HAMPTON, TOWN OF",HAMPTON COUNTY,SC,1974-05-24T00:00:00.000Z,1988-05-17T00:00:00.000Z,09/29/10,05/17/88,0,1,,,,,,2024-11-09T09:17:57.820Z
450101,"SCOTIA, TOWN OF",HAMPTON COUNTY,SC,1975-02-21T00:00:00.000Z,1986-07-17T00:00:00.000Z,09/29/10(M),07/17/86,0,1,,,,,,2024-11-09T09:17:57.826Z
450102,"VARNVILLE, TOWN OF",HAMPTON COUNTY,SC,1974-05-24T00:00:00.000Z,1986-07-03T00:00:00.000Z,09/29/10,07/03/86,0,1,,,,,,2024-11-09T09:17:57.832Z
450103,"YEMASSEE, TOWN OF",BEAUFORT COUNTY/HAMPTON COUNTY,SC,1974-06-21T00:00:00.000Z,1986-09-01T00:00:00.000Z,03/23/21,09/01/86,0,1,,,,,,2024-11-09T09:17:57.838Z
450104,HORRY COUNTY *,HORRY COUNTY,SC,1978-10-20T00:00:00.000Z,1984-02-15T00:00:00.000Z,12/16/21,02/15/84,0,1,2010-10-01T00:00:00.000Z,2024-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:17:57.844Z
450105,"AYNOR, TOWN OF",HORRY COUNTY,SC,1974-06-14T00:00:00.000Z,1988-09-30T00:00:00.000Z,(NSFHA),01/26/83,0,1,,,,,,2024-11-09T09:17:57.851Z
450106,"CONWAY, CITY OF",HORRY COUNTY,SC,1974-05-17T00:00:00.000Z,1979-09-28T00:00:00.000Z,12/16/21,09/28/79,0,1,,,,,,2024-11-09T09:17:57.858Z
450108,"LORIS, CITY OF",HORRY COUNTY,SC,1974-06-21T00:00:00.000Z,1986-09-01T00:00:00.000Z,12/16/21,09/01/86,0,1,,,,,,2024-11-09T09:17:57.864Z
450109,"MYRTLE BEACH, CITY OF",HORRY COUNTY,SC,1974-09-20T00:00:00.000Z,1977-07-05T00:00:00.000Z,12/16/21,07/05/77,0,1,1991-10-01T00:00:00.000Z,2003-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:17:57.870Z
450111,"SURFSIDE BEACH, TOWN OF",HORRY COUNTY,SC,1974-06-14T00:00:00.000Z,1976-12-17T00:00:00.000Z,12/16/21,12/17/76,0,1,2010-10-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:17:57.882Z
450112,JASPER COUNTY*,JASPER COUNTY,SC,1978-03-31T00:00:00.000Z,1986-09-29T00:00:00.000Z,10/18/19,09/29/86,0,1,,,,,,2024-11-09T09:17:57.888Z
450113,"HARDEEVILLE, CITY OF",BEAUFORT COUNTY/JASPER COUNTY,SC,1974-06-14T00:00:00.000Z,1987-09-01T00:00:00.000Z,03/23/21,09/01/87,0,1,,,,,,2024-11-09T09:17:57.895Z
450114,"RIDGELAND, TOWN OF",JASPER COUNTY,SC,1976-02-27T00:00:00.000Z,1986-08-19T00:00:00.000Z,10/18/19,08/19/86,0,1,,,,,,2024-11-09T09:17:57.901Z
450115,KERSHAW COUNTY *,KERSHAW COUNTY,SC,1978-01-06T00:00:00.000Z,1983-11-02T00:00:00.000Z,09/28/18,11/02/83,0,1,2014-05-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:17:57.906Z
450116,"BETHUNE, TOWN OF",KERSHAW COUNTY,SC,1975-07-18T00:00:00.000Z,2000-12-06T00:00:00.000Z,12/19/06,02/10/06,0,1,,,,,,2024-11-09T09:17:57.913Z
450117,"CAMDEN, CITY OF",KERSHAW COUNTY,SC,1974-05-24T00:00:00.000Z,1983-11-02T00:00:00.000Z,09/28/18,11/02/83,0,1,,,,,,2024-11-09T09:17:57.920Z
450119,"KERSHAW, TOWN OF",LANCASTER COUNTY,SC,1974-06-21T00:00:00.000Z,2011-06-16T00:00:00.000Z,06/16/11(M),09/30/76,0,1,,,,,,2024-11-09T09:17:57.932Z
450120,LANCASTER COUNTY *,LANCASTER COUNTY,SC,1974-12-20T00:00:00.000Z,1983-01-06T00:00:00.000Z,09/28/18,01/06/83,0,1,,,,,,2024-11-09T09:17:57.938Z
450121,"LANCASTER, CITY OF",LANCASTER COUNTY,SC,1974-05-24T00:00:00.000Z,1982-07-05T00:00:00.000Z,05/16/17,07/05/82,0,1,,,,,,2024-11-09T09:17:57.945Z
450122,LAURENS COUNTY *,LAURENS COUNTY,SC,1977-11-25T00:00:00.000Z,1990-12-15T00:00:00.000Z,06/20/19,12/15/90,0,1,,,,,,2024-11-09T09:17:57.952Z
450123,"CLINTON, CITY OF",LAURENS COUNTY,SC,1974-06-07T00:00:00.000Z,1977-06-17T00:00:00.000Z,08/16/12,06/17/77,0,1,,,,,,2024-11-09T09:17:57.958Z
450124,"CROSS HILL, TOWN OF",LAURENS COUNTY,SC,1976-06-16T00:00:00.000Z,2012-08-16T00:00:00.000Z,(NSFHA),08/23/12,0,1,,,,,,2024-11-09T09:17:57.964Z
460177,"GARRETSON, CITY OF",MINNEHAHA COUNTY,SD,1975-09-26T00:00:00.000Z,2009-09-02T00:00:00.000Z,(NSFHA),01/30/84,0,1,,,,,,2024-11-09T09:17:59.644Z
010038,"FULTON, TOWN OF",CLARKE COUNTY,AL,1975-07-18T00:00:00.000Z,2008-10-16T00:00:00.000Z,07/17/12(M),10/16/08,0,1,,,,,,2024-11-09T09:15:48.520Z
010039,"GROVE HILL, TOWN OF",CLARKE COUNTY,AL,1975-04-25T00:00:00.000Z,1985-09-04T00:00:00.000Z,(NSFHA),09/04/85,0,1,,,,,,2024-11-09T09:15:48.527Z
010040,"JACKSON, CITY OF",CLARKE COUNTY,AL,1975-06-27T00:00:00.000Z,1987-12-17T00:00:00.000Z,07/17/12,12/17/87,0,1,,,,,,2024-11-09T09:15:48.534Z
010041,"THOMASVILLE, CITY OF",CLARKE COUNTY,AL,1975-08-01T00:00:00.000Z,1985-09-18T00:00:00.000Z,07/17/12(M),09/18/85,0,1,,,,,,2024-11-09T09:15:48.541Z
010043,"HEFLIN, CITY OF",CLEBURNE COUNTY,AL,1974-11-01T00:00:00.000Z,1982-07-05T00:00:00.000Z,08/16/11,07/05/82,0,1,,,,,,2024-11-09T09:15:48.547Z
300035,"BOULDER, CITY OF",JEFFERSON COUNTY,MT,1974-03-22T00:00:00.000Z,1986-04-15T00:00:00.000Z,04/15/86(M),04/15/86,0,1,,,,,,2024-11-09T00:44:46.378Z
010022,"JACKSONVILLE, CITY OF",CALHOUN COUNTY,AL,1974-05-17T00:00:00.000Z,1982-07-05T00:00:00.000Z,03/16/16,07/05/82,0,1,,,,,,2024-11-09T09:15:48.406Z
010023,"OXFORD, CITY OF",TALLADEGA COUNTY/CALHOUN COUNTY,AL,1974-05-17T00:00:00.000Z,1984-01-18T00:00:00.000Z,03/16/16,01/18/84,0,1,,,,,,2024-11-09T09:15:48.413Z
010024,"PIEDMONT, CITY OF",CALHOUN COUNTY,AL,1974-06-07T00:00:00.000Z,1984-06-15T00:00:00.000Z,03/16/16,06/15/84,0,1,,,,,,2024-11-09T09:15:48.424Z
010025,"WEAVER, CITY OF",CALHOUN COUNTY,AL,1973-11-30T00:00:00.000Z,1983-09-30T00:00:00.000Z,03/16/16,09/30/83,0,1,,,,,,2024-11-09T09:15:48.432Z
010026,CHAMBERS COUNTY*,CHAMBERS COUNTY,AL,1975-01-17T00:00:00.000Z,1988-07-04T00:00:00.000Z,02/18/11,07/04/88,0,1,,,,,,2024-11-09T09:15:48.440Z
010028,"LAFAYETTE, CITY OF",CHAMBERS COUNTY,AL,1974-12-06T00:00:00.000Z,1985-09-18T00:00:00.000Z,02/18/11(M),09/18/85,0,1,,,,,,2024-11-09T09:15:48.446Z
422184,"ROSTRAVER, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-05-24T00:00:00.000Z,1982-09-02T00:00:00.000Z,03/17/11,09/02/82,0,1,,,,,,2024-11-09T09:17:54.121Z
422185,"BELL, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-13T00:00:00.000Z,1986-01-01T00:00:00.000Z,03/17/11(M),01/01/87,0,1,,,,,,2024-11-09T09:17:54.127Z
010029,"LANETT, CITY OF",CHAMBERS COUNTY,AL,1974-05-03T00:00:00.000Z,1988-07-04T00:00:00.000Z,02/18/11,07/04/88,0,1,,,,,,2024-11-09T09:15:48.453Z
010030,CHILTON COUNTY *,CHILTON COUNTY,AL,1978-07-28T00:00:00.000Z,1984-08-15T00:00:00.000Z,10/19/23,02/07/06,0,1,,,,,,2024-11-09T09:15:48.459Z
010031,"CLANTON, CITY OF",CHILTON COUNTY,AL,1974-06-28T00:00:00.000Z,1984-05-01T00:00:00.000Z,10/19/23,05/01/84,0,1,,,,,,2024-11-09T09:15:48.466Z
010032,"MAPLESVILLE, TOWN OF",CHILTON COUNTY,AL,1974-09-13T00:00:00.000Z,1984-02-01T00:00:00.000Z,03/16/09,02/01/84,0,1,,,,,,2024-11-09T09:15:48.473Z
010033,"BUTLER, CITY OF",CHOCTAW COUNTY,AL,1976-09-24T00:00:00.000Z,1982-07-05T00:00:00.000Z,09/03/10,07/05/82,0,1,,,,,,2024-11-09T09:15:48.480Z
010034,"GILBERTOWN, TOWN OF",CHOCTAW COUNTY,AL,1976-10-15T00:00:00.000Z,1986-07-03T00:00:00.000Z,09/03/10(M),07/03/86,0,1,,,,,,2024-11-09T09:15:48.487Z
010035,"PENNINGTON, TOWN OF",CHOCTAW COUNTY,AL,1978-03-03T00:00:00.000Z,1985-09-18T00:00:00.000Z,09/03/10(M),09/18/85,0,1,,,,,,2024-11-09T09:15:48.494Z
010036,"SILAS, TOWN OF",CHOCTAW COUNTY,AL,1988-09-30T00:00:00.000Z,1988-09-30T00:00:00.000Z,09/03/10(M),02/27/06,0,1,,,,,,2024-11-09T09:15:48.505Z
010044,"ROSA, TOWN OF",BLOUNT COUNTY,AL,,2009-08-03T00:00:00.000Z,03/21/19(M),03/08/13,0,1,,,,,,2024-11-09T09:15:48.554Z
010049,"TUSCUMBIA, CITY OF",COLBERT COUNTY,AL,1974-03-08T00:00:00.000Z,1977-12-01T00:00:00.000Z,02/17/10,12/01/77,0,1,,,,,,2024-11-09T09:15:48.596Z
010050,"CASTLEBERRY, TOWN OF",CONECUH COUNTY,AL,1975-04-04T00:00:00.000Z,1987-08-01T00:00:00.000Z,11/04/09(M),08/01/87,0,1,,,,,,2024-11-09T09:15:48.603Z
010054,"RIVER FALLS, TOWN OF",COVINGTON COUNTY,AL,1974-09-20T00:00:00.000Z,1977-07-08T00:00:00.000Z,11/04/09(M),07/08/77,0,1,,,,,,2024-11-09T09:15:48.630Z
422186,"COOK, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-20T00:00:00.000Z,1985-04-17T00:00:00.000Z,03/17/11,04/17/85,0,1,,,,,,2024-11-09T09:17:54.133Z
422187,"DONEGAL, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-06-21T00:00:00.000Z,1990-10-16T00:00:00.000Z,03/17/11,10/16/90,0,1,,,,,,2024-11-09T09:17:54.140Z
422188,"EAST HUNTINGDON,TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-20T00:00:00.000Z,1990-08-02T00:00:00.000Z,03/17/11,08/02/90,0,1,,,,,,2024-11-09T09:17:54.146Z
422189,"FAIRFIELD, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-06T00:00:00.000Z,1985-04-17T00:00:00.000Z,03/17/11(M),04/17/85,0,1,,,,,,2024-11-09T09:17:54.152Z
422190,"LOYALHANNA, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-13T00:00:00.000Z,1982-01-20T00:00:00.000Z,03/17/11(M),01/20/82,0,1,,,,,,2024-11-09T09:17:54.158Z
422191,"ST. CLAIR, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-20T00:00:00.000Z,1987-09-18T00:00:00.000Z,03/17/11,09/18/87,0,1,,,,,,2024-11-09T09:17:54.165Z
422192,"SALEM, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-20T00:00:00.000Z,1985-04-17T00:00:00.000Z,03/17/11,04/17/85,0,1,,,,,,2024-11-09T09:17:54.171Z
422193,"SEWICKLEY, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-06-28T00:00:00.000Z,1978-06-01T00:00:00.000Z,03/17/11,06/01/78,0,1,,,,,,2024-11-09T09:17:54.178Z
422194,"SOUTH HUNTINGDON, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-08-09T00:00:00.000Z,1990-08-15T00:00:00.000Z,03/17/11,08/15/90,0,1,,,,,,2024-11-09T09:17:54.185Z
422195,"UPPER BURRELL, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-20T00:00:00.000Z,1981-12-15T00:00:00.000Z,03/17/11,12/15/81,0,1,,,,,,2024-11-09T09:17:54.192Z
422196,"WASHINGTON, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1974-09-06T00:00:00.000Z,1982-04-16T00:00:00.000Z,03/17/11,04/16/82,0,1,,,,,,2024-11-09T09:17:54.201Z
422197,"CLINTON, TOWNSHIP OF",WYOMING COUNTY,PA,1974-11-29T00:00:00.000Z,1990-07-03T00:00:00.000Z,08/02/12,07/03/90,0,1,,,,,,2024-11-09T09:17:54.209Z
422198,"FALLS, TOWNSHIP OF",WYOMING COUNTY,PA,1977-12-16T00:00:00.000Z,1990-07-03T00:00:00.000Z,05/17/22,07/03/90,0,1,,,,,,2024-11-09T09:17:54.220Z
010059,"HANCEVILLE, CITY OF",CULLMAN COUNTY,AL,1974-04-12T00:00:00.000Z,1978-09-15T00:00:00.000Z,05/24/11,09/15/78,0,1,,,,,,2024-11-09T09:15:48.666Z
010074,"FLOMATON, TOWN OF",ESCAMBIA COUNTY,AL,1973-11-23T00:00:00.000Z,1987-12-17T00:00:00.000Z,06/05/12,12/17/87,0,1,,,,,,2024-11-09T09:15:48.786Z
010101,"COLUMBIA, TOWN OF",HOUSTON COUNTY,AL,1976-02-20T00:00:00.000Z,1985-09-04T00:00:00.000Z,09/03/14,09/04/85,0,1,,,,,,2024-11-09T09:15:48.990Z
010115,"BESSEMER, CITY OF",JEFFERSON COUNTY,AL,1974-06-28T00:00:00.000Z,1981-06-01T00:00:00.000Z,09/24/21,06/01/81,0,1,,,,,,2024-11-09T09:15:49.086Z
200492,"ENTERPRISE, CITY OF",DICKINSON COUNTY,KS,1976-04-23T00:00:00.000Z,1988-12-16T00:00:00.000Z,03/13/24,12/16/88,0,1,,,,,,2024-11-09T09:16:29.778Z
200493,"ESKRIDGE, CITY OF",WABAUNSEE COUNTY,KS,1975-08-22T00:00:00.000Z,1989-12-01T00:00:00.000Z,08/24/21(M),12/01/89,0,1,,,,,,2024-11-09T09:16:29.785Z
200496,"FRONTENAC, CITY OF",CRAWFORD COUNTY,KS,1976-07-30T00:00:00.000Z,2009-04-16T00:00:00.000Z,04/16/09(M),07/20/84,0,1,,,,,,2024-11-09T09:16:29.798Z
200497,"GALVA, CITY OF",MCPHERSON COUNTY,KS,1975-08-15T00:00:00.000Z,1982-11-17T00:00:00.000Z,01/16/09,11/17/82,0,1,2014-05-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:16:29.805Z
200498,"GARDEN PLAIN, CITY OF",SEDGWICK COUNTY,KS,1975-08-15T00:00:00.000Z,1985-09-18T00:00:00.000Z,12/22/16,09/18/85,0,1,,,,,,2024-11-09T09:16:29.812Z
200499,"GIRARD, CITY OF",CRAWFORD COUNTY,KS,1975-08-08T00:00:00.000Z,2009-04-16T00:00:00.000Z,04/16/09(M),07/20/84,0,1,,,,,,2024-11-09T09:16:29.818Z
200500,"GODDARD, CITY OF",SEDGWICK COUNTY,KS,1976-07-16T00:00:00.000Z,2007-02-02T00:00:00.000Z,12/22/16,06/10/80,0,1,,,,,,2024-11-09T09:16:29.824Z
200501,"GREENSBURG,CITY OF",KIOWA COUNTY,KS,1976-07-30T00:00:00.000Z,1987-02-01T00:00:00.000Z,02/01/87(L),02/01/87,0,1,,,,,,2024-11-09T09:16:29.830Z
200502,"HANOVER, CITY OF",WASHINGTON COUNTY,KS,1975-07-18T00:00:00.000Z,1985-09-27T00:00:00.000Z,11/18/15,09/27/85,0,1,,,,,,2024-11-09T09:16:29.837Z
290737,"GRAIN VALLEY, CITY OF",JACKSON COUNTY,MO,1976-07-16T00:00:00.000Z,1979-08-15T00:00:00.000Z,01/20/17,10/09/79,0,1,,,,,,2024-11-09T09:17:04.111Z
360388,"NORTH DANSVILLE, TOWN OF",LIVINGSTON COUNTY,NY,1973-12-28T00:00:00.000Z,1979-12-04T00:00:00.000Z,04/05/10,12/04/79,0,1,,,,,,2024-11-09T09:17:17.276Z
360389,"NUNDA, VILLAGE OF",LIVINGSTON COUNTY,NY,1974-05-24T00:00:00.000Z,1984-03-23T00:00:00.000Z,03/23/84(M),03/23/84,0,1,,,,,,2024-11-09T09:17:17.283Z
360390,"SPRINGWATER, TOWN OF",LIVINGSTON COUNTY,NY,1974-06-14T00:00:00.000Z,1984-08-24T00:00:00.000Z,08/24/84(M),08/24/84,0,1,,,,,,2024-11-09T09:17:17.290Z
360391,"WEST SPARTA, TOWN OF",LIVINGSTON COUNTY,NY,1974-05-31T00:00:00.000Z,1985-07-18T00:00:00.000Z,04/05/10,07/18/85,0,1,,,,,,2024-11-09T09:17:17.296Z
360392,"BROOKFIELD, TOWN OF",MADISON COUNTY,NY,1974-08-02T00:00:00.000Z,1985-04-17T00:00:00.000Z,04/17/85(M),04/17/85,0,1,,,,,,2024-11-09T09:17:17.302Z
422183,"PENN, TOWNSHIP OF",WESTMORELAND COUNTY,PA,1977-07-29T00:00:00.000Z,1981-10-15T00:00:00.000Z,03/17/11,10/15/81,0,1,,,,,,2024-11-09T09:17:54.115Z
010045,"ENTERPRISE, CITY OF",DALE COUNTY/COFFEE COUNTY,AL,1974-07-26T00:00:00.000Z,1980-07-02T00:00:00.000Z,05/02/16,07/02/80,0,1,,,,,,2024-11-09T09:15:48.561Z
010046,"LEIGHTON, CITY OF",COLBERT COUNTY,AL,1974-06-14T00:00:00.000Z,1985-08-19T00:00:00.000Z,02/17/10,08/19/85,0,1,,,,,,2024-11-09T09:15:48.567Z
010047,"MUSCLE SHOALS, CITY OF",COLBERT COUNTY,AL,1974-03-08T00:00:00.000Z,1977-12-15T00:00:00.000Z,02/17/10,12/15/77,0,1,,,,,,2024-11-09T09:15:48.575Z
010048,"SHEFFIELD, CITY OF",COLBERT COUNTY,AL,1974-03-22T00:00:00.000Z,1977-12-15T00:00:00.000Z,02/17/10,12/15/77,0,1,,,,,,2024-11-09T09:15:48.589Z
010051,"EVERGREEN, CITY OF",CONECUH COUNTY,AL,1975-08-08T00:00:00.000Z,1985-09-04T00:00:00.000Z,11/04/09(M),05/26/98,0,1,,,,,,2024-11-09T09:15:48.610Z
010116,"BIRMINGHAM, CITY OF",SHELBY COUNTY/JEFFERSON COUNTY,AL,1974-06-28T00:00:00.000Z,1981-03-16T00:00:00.000Z,09/24/21,03/16/81,0,1,1994-10-01T00:00:00.000Z,2022-10-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:15:49.093Z
010117,"BRIGHTON, CITY OF",JEFFERSON COUNTY,AL,1974-05-10T00:00:00.000Z,1981-01-02T00:00:00.000Z,09/24/21,01/02/81,0,1,,,,,,2024-11-09T09:15:49.100Z
010119,"CARDIFF, TOWN OF",JEFFERSON COUNTY,AL,1974-09-20T00:00:00.000Z,1981-01-02T00:00:00.000Z,03/21/19,05/23/03,0,1,,,,,,2024-11-09T09:15:49.113Z
010120,"FAIRFIELD, CITY OF",JEFFERSON COUNTY,AL,1976-12-17T00:00:00.000Z,1981-09-11T00:00:00.000Z,09/29/06,09/11/81,0,1,,,,,,2024-11-09T09:15:49.124Z
010121,"FULTONDALE, CITY OF",JEFFERSON COUNTY,AL,1974-05-24T00:00:00.000Z,1981-05-05T00:00:00.000Z,03/21/19,05/05/81,0,1,,,,,,2024-11-09T09:15:49.135Z
010122,"SUSAN MOORE, TOWN OF",BLOUNT COUNTY,AL,1974-09-13T00:00:00.000Z,2009-08-03T00:00:00.000Z,03/21/19,08/03/09,0,1,,,,,,2024-11-09T09:15:49.142Z
010123,"HOOVER, CITY OF",SHELBY COUNTY/JEFFERSON COUNTY,AL,1974-11-29T00:00:00.000Z,1981-02-04T00:00:00.000Z,09/24/21,02/04/81,0,1,1991-10-01T00:00:00.000Z,2020-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:15:49.148Z
010124,"IRONDALE, CITY OF",JEFFERSON COUNTY,AL,1974-06-07T00:00:00.000Z,1981-02-04T00:00:00.000Z,09/24/21,02/04/81,0,1,,,,,,2024-11-09T09:15:49.156Z
010125,"LEEDS, CITY OF",SHELBY COUNTY/ST. CLAIR COUNTY/JEFFERSON COUNTY,AL,1974-06-07T00:00:00.000Z,1981-01-02T00:00:00.000Z,09/24/21,01/02/81,0,1,,,,,,2024-11-09T09:15:49.162Z
010126,"LIPSCOMB, CITY OF",JEFFERSON COUNTY,AL,1974-06-14T00:00:00.000Z,1981-01-02T00:00:00.000Z,09/24/21,01/02/81,0,1,,,,,,2024-11-09T09:15:49.169Z
